Source,Target,Directed,Weight,Type,Year
Jay Cantor,Monroe Engel,,1,Directed,
Jay Craven,Howard Frank Mosher,,1,Directed,
Jay McInerney,A.M. Homes,,1,Directed,
Jay McInerney,Alice Randall,,1,Directed,
Jay McInerney,Alix Ohlin,,1,Directed,
Jay McInerney,Ann Beattie,,1,Directed,
Jay McInerney,Chad Harbach,,1,Directed,
Jay McInerney,Charles D'Ambrosio,,1,Directed,
Jay McInerney,Christopher Bollen,,1,Directed,
Jay McInerney,David Gates,,1,Directed,
Jay McInerney,Donna Tartt,,1,Directed,
Jay McInerney,Elisabeth Robinson,,1,Directed,
Jay McInerney,Francisco Goldman,,1,Directed,
Jay McInerney,Gary Shteyngart,,1,Directed,
Jay McInerney,Jeffrey Eugenides,,1,Directed,
Jay McInerney,Jennifer Belle,,1,Directed,
Jay McInerney,Jill A. Davis,,1,Directed,
Jay McInerney,John O'Brien,,1,Directed,
Jay McInerney,Jonathan Coe,,1,Directed,
Jay McInerney,Jonathan Dee,,1,Directed,
Jay McInerney,Joseph Boyden,,1,Directed,
Jay McInerney,Joshua Furst,,1,Directed,
Jay McInerney,Joy Williams,,1,Directed,
Jay McInerney,Karan Mahajan,,1,Directed,
Jay McInerney,Mark Leyner,,1,Directed,
Jay McInerney,Mohsin Hamid,,1,Directed,
Jay McInerney,Mona Simpson,,1,Directed,
Jay McInerney,Robert Olmstead,,1,Directed,
Jay McInerney,Rupert Thomson,,1,Directed,
Jay McInerney,Stephanie Danler,,1,Directed,
Jay McInerney,Ted Mooney,,1,Directed,
Jay McInerney,Tim Murphy,,1,Directed,
Jay Neugeboren,David Odhiambo,,1,Directed,
Jay Neugeboren,David Shields,,1,Directed,
Jay Neugeboren,Joanne Greenberg,,1,Directed,
Jay Neugeboren,Mark Wisniewski,,1,Directed,
Jay Neugeboren,Paul West,,1,Directed,
Jay Neugeboren,Sanjay Nigam,,1,Directed,
Jay Neugeboren,Sara Novic,,1,Directed,
Jay Neugeboren,William O'Rourke,,1,Directed,
Jay Neugeboren,William Wiser,,1,Directed,
Jay Parini,Alison Leslie Gold,,1,Directed,
Jay Parini,Andrea Barrett,,1,Directed,
Jay Parini,Bill Roorbach,,1,Directed,
Jay Parini,Brian Hall,,1,Directed,
Jay Parini,Christopher Castellani,,1,Directed,
Jay Parini,Dara Horn,,1,Directed,
Jay Parini,David Shields,,1,Directed,
Jay Parini,Eleanor Catton,,1,Directed,
Jay Parini,Ellen Feldman,,1,Directed,
Jay Parini,Emily Mitchell,,1,Directed,
Jay Parini,Frank Lentricchia,,1,Directed,
Jay Parini,Gish Jen,,1,Directed,
Jay Parini,Heidi Durrow,,1,Directed,
Jay Parini,Jess Row,,1,Directed,
Jay Parini,Joanna Scott,,1,Directed,
Jay Parini,John Calvin Batchelor,,1,Directed,
Jay Parini,John Vernon,,1,Directed,
Jay Parini,Julie Schumacher,,1,Directed,
Jay Parini,Margot Livesey,,1,Directed,
Jay Parini,Pauls Toutonghi,,1,Directed,
Jay Parini,Stephen Stark,,1,Directed,
Jay Parini,Tadzio Koelb,,1,Directed,
Jay Parini,Tom Paine,,1,Directed,
Jay Quinn,Stephen Beachy,,1,Directed,
Jay Tolson,David Borofka,,1,Directed,
Jayne Ann Krentz,Debbie Macomber,,1,Directed,
Jayne Ann Krentz,Elizabeth Lowell,,1,Directed,
Jayne Ann Krentz,Lori Foster,,1,Directed,
Jayne Ann Krentz,Luanne Rice,,1,Directed,
Jayne Ann Krentz,Susan Elizabeth Phillips,,1,Directed,
Jayne Ann Krentz,Susan Wiggs,,1,Directed,
Jayne Ann Krentz,Suzanne Forster,,1,Directed,
Jayne Anne Phillips,Alice Randall,,1,Directed,
Jayne Anne Phillips,Andrew Sean Greer,,1,Directed,
Jayne Anne Phillips,Breece D'J Pancake,,1,Directed,
Jayne Anne Phillips,Christine Schutt,,1,Directed,
Jayne Anne Phillips,Don DeLillo,,1,Directed,
Jayne Anne Phillips,Elisa Albert,,1,Directed,
Jayne Anne Phillips,Frank Conroy,,1,Directed,
Jayne Anne Phillips,Gish Jen,,1,Directed,
Jayne Anne Phillips,Glenn Tayor,,1,Directed,
Jayne Anne Phillips,James Agee,,1,Directed,
Jayne Anne Phillips,Matthew Neill Null,,1,Directed,
Jayne Anne Phillips,Maxine Chernoff,,1,Directed,
Jayne Anne Phillips,Mona Simpson,,1,Directed,
Jayne Anne Phillips,Monique Truong,,1,Directed,
Jayne Anne Phillips,Pamela Painter,,1,Directed,
Jayne Anne Phillips,Paul Lisicky,,1,Directed,
Jayne Anne Phillips,Richard Currey,,1,Directed,
Jayne Anne Phillips,Ryan McIlvain,,1,Directed,
Jayne Anne Phillips,Sarah Schulman,,1,Directed,
Jayne Anne Phillips,Scott Spencer,,1,Directed,
Jayne Anne Phillips,Tayari Jones,,1,Directed,
Jayne Anne Phillips,Ted Mooney,,1,Directed,
Jayne Anne Phillips,Tobias Wolff,,1,Directed,
Jayne Anne Phillips,Tom Drury,,1,Directed,
Jean Hager,Margaret Coel,,1,Directed,
Jean Hegland,Lynne Sharon Schwartz,,1,Directed,
Jean Hegland,Marc Bojanowski,,1,Directed,
Jean Hegland,Marita Golden,,1,Directed,
Jean Kwok,Dina Nayeri,,1,Directed,
Jean Kwok,Jamie Ford,,1,Directed,
Jean Kwok,Julia Fierro,,1,Directed,
Jean Kwok,Siobhan Fallon,,1,Directed,
Jean M. Auel,Anna Lee Waldo,,1,Directed,
Jean M. Auel,Joyce Thompson,,1,Directed,
Jean M. Auel,Judith Tarr,,1,Directed,
Jean M. Auel,Linda Lay Shuler,,1,Directed,
Jean M. Auel,Morgan Llywelyn,,1,Directed,
Jean M. Auel,Phillip Margolin,,1,Directed,
Jean M. Auel,Robert Moss,,1,Directed,
Jean McGarry,Lee Conell,,1,Directed,
Jean P. Sasson,Susanne Pari,,1,Directed,
Jean Reynolds Page,Claire Cook,,1,Directed,
Jean Salvadore,Jeff Shapiro,,1,Directed,
Jean Stafford,John Cheever,,1,Directed,
Jean Strouse,Louis Begley,,1,Directed,
Jean Strouse,Monroe Engel,,1,Directed,
Jean Thompson,Alice Elliott Dark,,1,Directed,
Jean Thompson,Brian Bouldrey,,1,Directed,
Jean Thompson,Jim Ray Daniels,,1,Directed,
Jean Thompson,K.L. Cook,,1,Directed,
Jean Thompson,Lee Martin,,1,Directed,
Jean Thompson,Maria Flook,,1,Directed,
Jean Thompson,Molly Giles,,1,Directed,
Jean Valentine,Christine Schutt,,1,Directed,
Jean-Claude Lebrun,Didier van Cauwelaert,,1,Directed,
Jeanetta Calhoun Mish,Denise Low,,1,Directed,
Jeanette Winterson,A.M. Homes,,1,Directed,
Jeanette Winterson,Alain de Botton,,1,Directed,
Jeanette Winterson,Ali Smith,,1,Directed,
Jeanette Winterson,Matt Haig,,1,Directed,
Jeanie MacFarlane,Madeleine Thien,,1,Directed,
Jeanie Thompson,Mary Ward Brown,,1,Directed,
Jeaniene Frost,Gena Showalter,,1,Directed,
Jeanne Kalogridis,Marina Fiorato,,1,Directed,
Jeanne Mackin,Selah Saterstrom,,1,Directed,
Jeanne Murray Walker,Nancy King,,1,Directed,
Jeanne Ray,Catherine Landis,,1,Directed,
Jeanne Ray,Claire Cook,,1,Directed,
Jeanne Ray,Lynne Griffin,,1,Directed,
Jeanne Ray,Sara Gruen,,1,Directed,
Jeanne Williams,Elmer Kelton,,1,Directed,
Jeannette Walls,Dani Shapiro,,1,Directed,
Jedediah Berry,Anna North,,1,Directed,
Jedediah Berry,Brian Conn,,1,Directed,
Jedediah Berry,Shane Jones,,1,Directed,
Jedediah Berry,Un-Su Kim,,1,Directed,
Jeen Sookfong Lee,Kim Fu,The Lost Girls of Camp Forevermore,1,Directed,
Jeff Abbott,Kathleen Kent,,1,Directed,
Jeff Abbott,Lisa Unger,,1,Directed,
Jeff Abbott,Sara Gran,,1,Directed,
Jeff Chang,Adam Mansbach,,1,Directed,
Jeff Chang,Kiese Laymon,,1,Directed,
Jeff Jackson,Michael J. Seidlinger,,1,Directed,
Jeff Johnson,Nick Yetto,,1,Directed,
Jeff Long,Baine Kerr,,1,Directed,
Jeff VanderMeer,Adam Ehrlich Sachs,,1,Directed,
Jeff VanderMeer,Ben Loory,,1,Directed,
Jeff VanderMeer,Brian Evenson,,1,Directed,
Jeff VanderMeer,Carmen Maria Machado,Her Body and Other Parties,1,Directed,
Jeff VanderMeer,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Jeff VanderMeer,Dexter Palmer,,1,Directed,
Jeff VanderMeer,Gemma Files,,1,Directed,
Jeff VanderMeer,Iain R. MacLeod,,1,Directed,
Jeff VanderMeer,J.D. Wilkes,,1,Directed,
Jeff VanderMeer,Jac Jemc,,1,Directed,
Jeff VanderMeer,Jeff Johnson,,1,Directed,
Jeff VanderMeer,Jonathan Barnes,,1,Directed,
Jeff VanderMeer,Julianna Baggott,,1,Directed,
Jeff VanderMeer,Kirsten Bakis,,1,Directed,
Jeff VanderMeer,Laird Barron,,1,Directed,
Jeff VanderMeer,Leonora Carrington,,1,Directed,
Jeff VanderMeer,Lindsay Stern,,1,Directed,
Jeff VanderMeer,Martin MacInnes,,1,Directed,
Jeff VanderMeer,Matt Bell,,1,Directed,
Jeff VanderMeer,Rita Bullwinkel,Belly Up,1,Directed,
Jeff VanderMeer,Roy Scranton,,1,Directed,
Jeff VanderMeer,Thomas M. Disch,,1,Directed,
Jeff VanderMeer,Warren Ellis,,1,Directed,
Jeffery Deaver,Andrew Pyper,,1,Directed,
Jeffery Deaver,Brian Haig,,1,Directed,
Jeffery Deaver,Chuck Hogan,,1,Directed,
Jeffery Deaver,Harlan Coben,,1,Directed,
Jeffery Deaver,John Connolly,,1,Directed,
Jeffery Deaver,John Lutz,,1,Directed,
Jeffery Deaver,Lee Child,,1,Directed,
Jeffery Deaver,Lisa Scottoline,,1,Directed,
Jeffery Deaver,Meg Gardiner,,1,Directed,
Jeffery Deaver,Norman Green,,1,Directed,
Jeffery Deaver,Peter Robinson,,1,Directed,
Jeffery Deaver,Rick Mofina,,1,Directed,
Jeffery Deaver,Robert Crais,,1,Directed,
Jeffery Deaver,Robert Rosenberg,,1,Directed,
Jeffery Deaver,Rosamund Lupton,,1,Directed,
Jeffery Deaver,Stephen White,,1,Directed,
Jeffery Deaver,Terry Devane,,1,Directed,
Jeffery Deaver,Thomas Perry,,1,Directed,
Jeffery Deaver,Val McDermid,,1,Directed,
Jeffery Renard Allen,Clarence Major,,1,Directed,
Jeffery Renard Allen,Eisa Nefertari Ulen,,1,Directed,
Jeffery Renard Allen,Marc Bojanowski,,1,Directed,
Jeffery Renard Allen,Simeon Marsalis,As Lie Is to Grin,1,Directed,
Jeffery Renard Allen,Tanwi Nandini Islam,,1,Directed,
Jeffrey Archer,Clare Mackintosh,,1,Directed,
Jeffrey Eugenides,Alice Munro,,1,Directed,
Jeffrey Eugenides,Ben Lerner,,1,Directed,
Jeffrey Eugenides,Colm Toibin,,1,Directed,
Jeffrey Eugenides,David Bezmozgis,,1,Directed,
Jeffrey Eugenides,David Foster Wallace,,1,Directed,
Jeffrey Eugenides,David Means,,1,Directed,
Jeffrey Eugenides,Donald Antrim,,1,Directed,
Jeffrey Eugenides,Edmund White,,1,Directed,
Jeffrey Eugenides,Gilbert Sorrentino,,1,Directed,
Jeffrey Eugenides,John Hawkes,,1,Directed,
Jeffrey Eugenides,Jonathan Ames,,1,Directed,
Jeffrey Eugenides,Jonathan Safran Foer,,1,Directed,
Jeffrey Eugenides,Maggie Shipstead,,1,Directed,
Jeffrey Eugenides,Meg Wolitzer,,1,Directed,
Jeffrey Eugenides,Peter Handke,,1,Directed,
Jeffrey Eugenides,Rick Moody,,1,Directed,
Jeffrey Eugenides,Sam Lipsyte,,1,Directed,
Jeffrey Ford,James Morrow,,1,Directed,
Jeffrey Ford,Jeff VanderMeer,,1,Directed,
Jeffrey Ford,Paul Tremblay,,1,Directed,
Jeffrey James Disch,Thomas M. Disch,,1,Directed,
Jeffrey Kluger,Alisa Valdes-Rodriguez,,1,Directed,
Jeffrey Lent,Alexander Parsons,,1,Directed,
Jeffrey Lent,Ann Weisgarber,,1,Directed,
Jeffrey Lent,David Anthony Durham,,1,Directed,
Jeffrey Lent,Dolen Perkins-Valdez,,1,Directed,
Jeffrey Lent,Edward P. Jones,,1,Directed,
Jeffrey Lent,Howard Frank Mosher,,1,Directed,
Jeffrey Lent,John Griesemer,,1,Directed,
Jeffrey Lent,Jonathan Raymond,,1,Directed,
Jeffrey Lent,Myla Goldberg,,1,Directed,
Jeffrey Lent,Ron Rash,,1,Directed,
Jeffrey Lent,Steve Yarbrough,,1,Directed,
Jeffrey Lent,Tim Gautreaux,,1,Directed,
Jeffrey Marks,Ralph Pezzullo,,1,Directed,
Jello Biafra,J.D. Wilkes,,1,Directed,
Jen George,Sabrina Orah Mark,,1,Directed,
Jen Lancaster,Beth Harbison,,1,Directed,
Jen Lancaster,Caprice Crane,,1,Directed,
Jen Lancaster,Sarah Jio,,1,Directed,
Jen Lancaster,Stacey Ballis,,1,Directed,
Jen Michalski,Kate Wyer,,1,Directed,
Jen Michalski,Timmy Reed,,1,Directed,
Jenefer Shute,Jack Gantos,,1,Directed,
Jenifer Levin,Felice Picano,,1,Directed,
Jenna Blum,Alyson Richman,,1,Directed,
Jenna Blum,Erika Robuck,,1,Directed,
Jenna Blum,Jami Attenberg,,1,Directed,
Jenna Blum,Randy Susan Meyers,,1,Directed,
Jenna Blum,Rebecca Rasmussen,,1,Directed,
Jenna Blum,Sarah McCoy,,1,Directed,
Jenna Blum,Tatiana de Rosnay,,1,Directed,
Jenna Bum,Pam Jenoff,,1,Directed,
Jennie Rooney,Elizabeth Day,,1,Directed,
Jennie Rooney,Jonathan Lee,,1,Directed,
Jennifer Baumgardner,YZ Chin,Though I Get Home,1,Directed,
Jennifer Belle,Adam Davies,,1,Directed,
Jennifer Belle,Arthur Nersesian,,1,Directed,
Jennifer Chiaverini,Lynn Cullen,,1,Directed,
Jennifer Chiaverini,Margaret George,,1,Directed,
Jennifer Chiaverini,Sharyn McCrumb,,1,Directed,
Jennifer Close,Elisabeth Cohen,,1,Directed,
Jennifer Close,Katherine Heiny,,1,Directed,
Jennifer Close,Lauren Fox,,1,Directed,
Jennifer Close,Rumaan Alam,,1,Directed,
Jennifer Coburn,Johanna Edwards,,1,Directed,
Jennifer Coburn,Melissa Clark,,1,Directed,
Jennifer Cody Epstein,Ellis Avery,,1,Directed,
Jennifer Cody Epstein,Michelle Wildgen,,1,Directed,
Jennifer Crusie,Alisa Valdes-Rodriguez,,1,Directed,
Jennifer Crusie,Jennifer Coburn,,1,Directed,
Jennifer Crusie,Lolly Winston,,1,Directed,
Jennifer Crusie,Mary Kay Andrews,,1,Directed,
Jennifer Crusie,Nina Killham,,1,Directed,
Jennifer duBois,Anna North,,1,Directed,
Jennifer duBois,Erika Carter,Lucky You,1,Directed,
Jennifer duBois,Esme Weijun Wang,,1,Directed,
Jennifer duBois,James Han Mattson,,1,Directed,
Jennifer duBois,Kristin Valdez Quade,,1,Directed,
Jennifer duBois,Sara Novic,,1,Directed,
Jennifer duBois,T. Geronimo Johnson,,1,Directed,
Jennifer duBois,Tony Tulathimutte,,1,Directed,
Jennifer Egan,A. Manette Ansay,,1,Directed,
Jennifer Egan,Adam Johnson,,1,Directed,
Jennifer Egan,Alison McGhee,,1,Directed,
Jennifer Egan,Amity Gaige,,1,Directed,
Jennifer Egan,Andre Brink,,1,Directed,
Jennifer Egan,Curtis Sittenfeld,,1,Directed,
Jennifer Egan,Dan Barden,,1,Directed,
Jennifer Egan,Dana Spiotta,,1,Directed,
Jennifer Egan,Dani Shapiro,,1,Directed,
Jennifer Egan,Daniel Handler,,1,Directed,
Jennifer Egan,Danzy Senna,,1,Directed,
Jennifer Egan,Daphne Beal,,1,Directed,
Jennifer Egan,Don Lee,,1,Directed,
Jennifer Egan,E.L. Doctorow,,1,Directed,
Jennifer Egan,Edan Lepucki,,1,Directed,
Jennifer Egan,Elisabeth Robinson,,1,Directed,
Jennifer Egan,Emma Cline,,1,Directed,
Jennifer Egan,Emma Straub,,1,Directed,
Jennifer Egan,Eric Swanson,,1,Directed,
Jennifer Egan,Erika Krouse,,1,Directed,
Jennifer Egan,Francine Prose,,1,Directed,
Jennifer Egan,George Saunders,,1,Directed,
Jennifer Egan,Heidi Julavits,,1,Directed,
Jennifer Egan,Helen Schulman,,1,Directed,
Jennifer Egan,James Hannaham,,1,Directed,
Jennifer Egan,Jeffrey Rotter,,1,Directed,
Jennifer Egan,Jennifer Belle,,1,Directed,
Jennifer Egan,Jennifer Cody Epstein,,1,Directed,
Jennifer Egan,Jill Bialosky,,1,Directed,
Jennifer Egan,Jillian Lauren,,1,Directed,
Jennifer Egan,Joanna Hershon,,1,Directed,
Jennifer Egan,Jonathan Dee,,1,Directed,
Jennifer Egan,Judy Doenges,,1,Directed,
Jennifer Egan,Julie Mars,,1,Directed,
Jennifer Egan,Justin Cronin,,1,Directed,
Jennifer Egan,Kate Walbert,,1,Directed,
Jennifer Egan,Lore Segal,,1,Directed,
Jennifer Egan,Margot Livesey,,1,Directed,
Jennifer Egan,Mark Slouka,,1,Directed,
Jennifer Egan,Marti Leimbach,,1,Directed,
Jennifer Egan,Nathan Englander,,1,Directed,
Jennifer Egan,Nelson Eubanks,,1,Directed,
Jennifer Egan,Sheri Holman,,1,Directed,
Jennifer Egan,Steven Rinehart,,1,Directed,
Jennifer Egan,Susan Choi,,1,Directed,
Jennifer Egan,Tom Perrotta,,1,Directed,
Jennifer Egan,Vendela Vida,,1,Directed,
Jennifer Gilmore,Joanna Hershon,,1,Directed,
Jennifer Gilmore,Lara Vapnyar,,1,Directed,
Jennifer Gilmore,Michelle Wildgen,,1,Directed,
Jennifer Haigh,Peter Nichols,,1,Directed,
Jennifer Haigh,Rebecca Johns,,1,Directed,
Jennifer Haigh,Ron Rash,,1,Directed,
Jennifer Haigh,Silas House,,1,Directed,
Jennifer Haigh,Steve Yarbrough,,1,Directed,
Jennifer Haigh,T Cooper,,1,Directed,
Jennifer Haigh,Thomas O'Malley,,1,Directed,
Jennifer Johnston,A.L. Kennedy,,1,Directed,
Jennifer Johnston,Donal Ryan,,1,Directed,
Jennifer Keishin Armstrong,Lauren Weisberger,,1,Directed,
Jennifer McMahon,Andrew Pyper,,1,Directed,
Jennifer McMahon,Brunonia Barry,,1,Directed,
Jennifer McMahon,Chevy Stevens,,1,Directed,
Jennifer McMahon,Heather Gudenkauf,,1,Directed,
Jennifer McMahon,Keith Donohue,,1,Directed,
Jennifer McMahon,Laura Kasischke,,1,Directed,
Jennifer McMahon,Megan Abbott,,1,Directed,
Jennifer McMahon,Tim Johnston,,1,Directed,
Jennifer Miller,Amy Poeppel,,1,Directed,
Jennifer O'Connell,Alison Pace,,1,Directed,
Jennifer Percy,Tony Tulathimutte,,1,Directed,
Jennifer Roberson,Judith Tarr,,1,Directed,
Jennifer Tseng,Rowan Hisayo Buchanan,,1,Directed,
Jennifer Weiner,Alison Pace,,1,Directed,
Jennifer Weiner,Cathi Hanauer,,1,Directed,
Jennifer Weiner,Jillian Medoff,,1,Directed,
Jennifer Weiner,Johanna Edwards,,1,Directed,
Jennifer Weiner,Lolly Winston,,1,Directed,
Jennifer Weiner,Marisa de los Santos,,1,Directed,
Jennifer Weiner,Sarah Pekkanen,,1,Directed,
Jennifer Weiner,Susan Isaacs,,1,Directed,
Jennifer Wilde,Bertrice Small,,1,Directed,
Jenny Colgan,Cathy Rentzenbrink,,1,Directed,
Jenny Colgan,David Nicholls,,1,Directed,
Jenny Colgan,Lauren Weisberger,,1,Directed,
Jenny Davidson,Ryan Ruby,,1,Directed,
Jenny Downham,Laura Harrington,,1,Directed,
Jenny Lawson,Christopher Moore,,1,Directed,
Jenny McPhee,Kate Christensen,,1,Directed,
Jenny McPhee,Victoria Vinton,,1,Directed,
Jenny Milchman,Joy Fielding,,1,Directed,
Jenny Offill,Andrew Sean Greer,,1,Directed,
Jenny Offill,Belinda McKeon,,1,Directed,
Jenny Offill,Ben Lerner,,1,Directed,
Jenny Offill,Blake Butler,,1,Directed,
Jenny Offill,Christopher Sorrentino,,1,Directed,
Jenny Offill,Daniel Handler,,1,Directed,
Jenny Offill,Danielle Dutton,,1,Directed,
Jenny Offill,Darcey Steinke,,1,Directed,
Jenny Offill,Elisa Albert,,1,Directed,
Jenny Offill,Emily Mitchell,,1,Directed,
Jenny Offill,Helen Phillips,,1,Directed,
Jenny Offill,Jamie Quatro,,1,Directed,
Jenny Offill,Joe Dunthorne,,1,Directed,
Jenny Offill,Katie Kitamura,,1,Directed,
Jenny Offill,Lydia Millet,,1,Directed,
Jenny Offill,Max Porter,,1,Directed,
Jenny Offill,Noy Holland,,1,Directed,
Jenny Offill,R.O. Kwon,,1,Directed,
Jenny Offill,Rebecca Dinerstein,,1,Directed,
Jenny Offill,Samantha Hunt,,1,Directed,
Jenny Offill,Sarah Gerard,,1,Directed,
Jenny Offill,Stuart Evers,,1,Directed,
Jenny Siler,T.L. Hines,,1,Directed,
Jenny Slate,Rebecca Dinerstein,,1,Directed,
Jeremiah Healy,Dennis Lehane,,1,Directed,
Jeremiah Healy,John Lutz,,1,Directed,
Jeremiah Healy,Linda Barnes,,1,Directed,
Jeremiah Healy,Lori Andrews,,1,Directed,
Jeremiah Healy,Mark Haskell Smith,,1,Directed,
Jeremiah Healy,Steve Hamilton,,1,Directed,
Jeremiah Healy,William Kent Krueger,,1,Directed,
Jeremy H. Prynne,Douglas Woolf,,1,Directed,
Jeremy Larner,Charles Rosen,,1,Directed,
Jeremy Paxman,David Nicholls,,1,Directed,
Jerome Charyn,Frederic Tuten,,1,Directed,
Jerome Charyn,Hanoch Bartov,,1,Directed,
Jerome Charyn,Jay Neugeboren,,1,Directed,
Jerome Charyn,Thomas McGuane,,1,Directed,
Jerome Charyn,Tom LeClair,,1,Directed,
Jerome Charyn,Walter Mosley,,1,Directed,
Jerome Klinkowitz,Clarence Major,,1,Directed,
Jerome Klinkowitz,Robley Wilson,,1,Directed,
Jerome Klinkowitz,Ronald Sukenick,,1,Directed,
Jerome Stern,Yvonne V. Sapia,,1,Directed,
Jerome Weidman,Herbert Gold,,1,Directed,
Jerre Mangione,Albert Dibartolomeo,,1,Directed,
Jerry Bumpus,Ronald Argo,,1,Directed,
Jerry Dennis,Joseph Heywood,,1,Directed,
Jerry E. Pournelle,David Drake,,1,Directed,
Jerry Grey,Ben Bova,,1,Directed,
Jerry Pournelle,David Brin,,1,Directed,
Jerry Pournelle,Poul Anderson,,1,Directed,
Jerry Stahl,"""JT Leroy""",,1,Directed,
Jerry Stahl,Adam Smyer,,1,Directed,
Jerry Stahl,Alan Rifkin,,1,Directed,
Jerry Stahl,Amy Sohn,,1,Directed,
Jerry Stahl,Brandon Hobson,,1,Directed,
Jerry Stahl,Eric Bogosian,,1,Directed,
Jerry Stahl,Fran Gordon,,1,Directed,
Jerry Stahl,Jervey Tervalon,,1,Directed,
Jerry Stahl,Jim Ruland,,1,Directed,
Jerry Stahl,John O'Brien,,1,Directed,
Jerry Stahl,Joshua Mohr,,1,Directed,
Jerry Stahl,Joy Williams,,1,Directed,
Jerry Stahl,Marcy Dermansky,,1,Directed,
Jerry Stahl,Mark Haskell Smith,,1,Directed,
Jerry Stahl,Mark Leyner,,1,Directed,
Jerry Stahl,Nina Revoyr,,1,Directed,
Jerry Stahl,Richard Lange,,1,Directed,
Jerry Stahl,Robert Ward,,1,Directed,
Jerry Stahl,Sam Lipsyte,,1,Directed,
Jerry Stahl,Seth Greenland,,1,Directed,
Jerry Stahl,Stephen Randall,,1,Directed,
Jerry Stahl,Tony O'Neill,,1,Directed,
Jervey Tervalon,Jewell Parker Rhodes,,1,Directed,
Jervey Tervalon,Patricia Elam,,1,Directed,
Jervey Tervalon,Rachel M. Harper,,1,Directed,
Jerzy Kosinski,Clement Biddle Wood,,1,Directed,
Jerzy Kosinski,Elena Castedo,,1,Directed,
Jerzy Kosinski,Mariarosa Sclauzero,,1,Directed,
Jesmyn Ward,Andrew Krivak,,1,Directed,
Jesmyn Ward,Celeste Ng,,1,Directed,
Jesmyn Ward,Daniel Jose Older,,1,Directed,
Jesmyn Ward,Kiese Laymon,,1,Directed,
Jesmyn Ward,Maria Hummel,,1,Directed,
Jesmyn Ward,Mitchell S. Jackson,,1,Directed,
Jesmyn Ward,Molly Antopol,,1,Directed,
Jesmyn Ward,Peter Ho Davies,,1,Directed,
Jesmyn Ward,Stephen O'Connor,,1,Directed,
Jess Kidd,Anna Burns,,1,Directed,
Jess Mowry,Clarence Major,,1,Directed,
Jess Row,A. Igoni Barrett,,1,Directed,
Jess Row,David Treuer,,1,Directed,
Jess Row,Hari Kunzru,,1,Directed,
Jess Row,Manuel Gonzales,,1,Directed,
Jess Walter,Alejandro Zambra,,1,Directed,
Jess Walter,Ben Greenman,,1,Directed,
Jess Walter,Benjamin Percy,,1,Directed,
Jess Walter,Dana Spiotta,,1,Directed,
Jess Walter,Daniel Handler,,1,Directed,
Jess Walter,Irina Reyn,,1,Directed,
Jess Walter,Jonathan Evison,,1,Directed,
Jess Walter,Kevin Sampsell,,1,Directed,
Jess Walter,Lauren Groff,,1,Directed,
Jess Walter,Manuel Gonzales,,1,Directed,
Jess Walter,Maria Semple,,1,Directed,
Jess Walter,Matt Bell,,1,Directed,
Jess Walter,Matt Sumell,,1,Directed,
Jess Walter,Megan Kruse,,1,Directed,
Jess Walter,Patrick deWitt,,1,Directed,
Jess Walter,Robert Lopez,,1,Directed,
Jess Walter,S.M. Hulse,,1,Directed,
Jess Walter,Tom Barbash,,1,Directed,
Jess Walter,Tom Piazza,,1,Directed,
Jess Walter,Vendela Vida,,1,Directed,
Jess Walter,Wiley Cash,,1,Directed,
Jessamyn West,A.E. Ellis,,1,Directed,
Jessamyn West,Alfred Hayes,,1,Directed,
Jessamyn West,Arthur J. Roth,,1,Directed,
Jessamyn West,Hannah Green,,1,Directed,
Jessamyn West,Hollis Summers,,1,Directed,
Jessamyn West,William E. Wilson,,1,Directed,
Jesse Ball,Blake Butler,,1,Directed,
Jesse Ball,Brian Evenson,,1,Directed,
Jesse Ball,Camille Bordas,,1,Directed,
Jesse Ball,Colin Winnette,,1,Directed,
Jesse Ball,Ross Simonini,,1,Directed,
Jesse Ball,Samanta Schweblin,,1,Directed,
Jesse Ball,Shane Jones,,1,Directed,
Jesse Goolsby,Deni Y. Bechard,,1,Directed,
Jesse Green,Martha Southgate,,1,Directed,
Jesse Hill Ford,Mark Childress,,1,Directed,
Jesse Hill Ford,William Cobb,,1,Directed,
Jesse Hill Ford,William Stevens,,1,Directed,
Jesse Jackson,Ernest J. Gaines,,1,Directed,
Jesse Kornbluth,Dawn Tripp,,1,Directed,
Jessica Anya Blau,Dylan Landis,,1,Directed,
Jessica Anya Blau,Elizabeth Crane,,1,Directed,
Jessica Anya Blau,James Magruder,,1,Directed,
Jessica Anya Blau,Jen Michalski,,1,Directed,
Jessica Anya Blau,Laura Kasischke,,1,Directed,
Jessica Anya Blau,Michael Kimball,,1,Directed,
Jessica Anya Blau,Paula Bomer,,1,Directed,
Jessica Anya Blau,Susan Henderson,,1,Directed,
Jessica Anya Blau,Timmy Reed,,1,Directed,
Jessica Anya Blau,Willy Vlautin,,1,Directed,
Jessica Cluess,Tamora Pierce,,1,Directed,
Jessica Hagedorn,David Grand,,1,Directed,
Jessica Hagedorn,Gina Apostol,,1,Directed,
Jessica Hagedorn,Hanif Kureishi,,1,Directed,
Jessica Hagedorn,Jaime Manrique,,1,Directed,
Jessica Hagedorn,Karen Tei Yamashita,,1,Directed,
Jessica Hagedorn,Meena Alexander,,1,Directed,
Jessica Hagedorn,Monique Truong,,1,Directed,
