Source,Target,Label,Weight,Type
Katherine Dunn,Gordon Lish,,1,Directed
Katherine Dunn,Lidia Yuknavitch,,1,Directed
Kathleen Alcott,Alexandra Kleeman,,1,Directed
Kathryn Harrison,Dana Spiotta,,1,Directed
Kazuo Ishiguro,Sebastian Barry,,1,Directed
Keith Gessen,Adam Mansbach,,1,Directed
Keith Gessen,Chris Kraus,,1,Directed
Keith Gessen,Nell Zink,,1,Directed
Kelly Link,Brian Evenson,,1,Directed
Kelly Link,Cory Doctorow,,1,Directed
Kelly Link,Emma Straub,,1,Directed
Kelly Link,Jeff VanderMeer,,1,Directed
Kelly Link,Karen Joy Fowler,,1,Directed
Kelly Link,Kevin Brockmeier,,1,Directed
Kelly Link,Lev Grossman,,1,Directed
Kelly Link,Manuel Gonzales,,1,Directed
Kelly Link,Mariana Enriquez,,1,Directed
Kelly Link,Samantha Hunt,,1,Directed
Kelly Link,Ted Chiang,,1,Directed
Kelly Link,Victor LaValle,,1,Directed
Kevin Brockmeier,Alejandro Zambra,,1,Directed
Kevin Brockmeier,Anna North,Iowa,1,Directed
Kevin Brockmeier,Charles Yu,Pantheon,1,Directed
Kevin Brockmeier,Emma Straub,,1,Directed
Kevin Brockmeier,Peter Orner,Iowa,1,Directed
Kevin Brockmeier,T. Geronimo Johnson,Iowa,1,Directed
Kevin Brockmeier,Victor LaValle,,1,Directed
Kevin Powers,Edna O'Brien,,1,Directed
Kevin Powers,Karan Mahajan,Texas,1,Directed
Kevin Powers,Smith Henderson,Texas,1,Directed
Khaled Hosseini,Ayelet Waldman,,1,Directed
Khaled Hosseini,Dave Eggers,,1,Directed
Khaled Hosseini,Dinaw Mengestu,,1,Directed
Khaled Hosseini,George Saunders,,1,Directed
Khaled Hosseini,Jhumpa Lahiri,,1,Directed
Khaled Hosseini,Juan Gabriel Vasquez,,1,Directed
Khaled Hosseini,Karen Joy Fowler,,1,Directed
Khaled Hosseini,Lan Cao,,1,Directed
Kiran Desai,Manil Suri,,1,Directed
Kiran Desai,Mohsin Hamid,,1,Directed
Kiran Desai,Nell Freudenberger,,1,Directed
Kurt Vonnegut,Alice Hoffman,,1,Directed
Kurt Vonnegut,David Markson,,1,Directed
Kurt Vonnegut,E.L. Doctorow,,1,Directed
Kurt Vonnegut,Frederick Exley,,1,Directed
Kurt Vonnegut,Gail Godwin,Iowa,1,Directed
Kurt Vonnegut,John Irving,Iowa,1,Directed
Kurt Vonnegut,Richard Yates,Iowa,1,Directed
Kurt Vonnegut,Stanley Elkin,,1,Directed
Kurt Vonnegut,Terry Southern,,1,Directed
Larry Brown,Andre Dubus III,,1,Directed
Larry Brown,Annie Proulx,,1,Directed
Larry Brown,Charles Frazier,,1,Directed
Larry Brown,Daniel Woodrell,,1,Directed
Larry Brown,Frederick Barthelme,,1,Directed
Larry Heinemann,Robert Olen Butler,,1,Directed
Larry McMurtry,Barry Hannah,,1,Directed
Larry McMurtry,Francine Prose,,1,Directed
Larry McMurtry,Frederick Exley,,1,Directed
Larry McMurtry,James Welch,,1,Directed
Larry McMurtry,Leonard Michaels,,1,Directed
Larry McMurtry,Leslie Marmon Silko,,1,Directed
Larry McMurtry,Martha McPhee,,1,Directed
Larry McMurtry,N. Scott Momaday,Stanford,1,Directed
Laura Lippman,Daniel Woodrell,,1,Directed
Laura Lippman,Gillian Flynn,,1,Directed
Laura Lippman,Kate Atkinson,,1,Directed
Laura Lippman,Lee Child,,1,Directed
Laura van den Berg,Alexandra Kleeman,,1,Directed
Laura van den Berg,Amelia Gray,,1,Directed
Laura van den Berg,Han Kang,,1,Directed
Laura van den Berg,Kathleen Alcott,,1,Directed
Laura van den Berg,Lesley Nneka Arimah,,1,Directed
Laura van den Berg,Lindsay Hunter,,1,Directed
Laura van den Berg,Mariana Enriquez,,1,Directed
Laura van den Berg,Paul La Farge,,1,Directed
Laura van den Berg,Ramona Ausubel,,1,Directed
Laura van den Berg,Valeria Luiselli,,1,Directed
Lauren Beukes,Jeff VanderMeer,,1,Directed
Lauren Beukes,Joe Hill,,1,Directed
Lauren Beukes,Warren Ellis,,1,Directed
Lauren Groff,Aaron Their,,1,Directed
Lauren Groff,Alvaro Enrigue,Riverhead,1,Directed
Lauren Groff,Chris Bachelder,,1,Directed
Lauren Groff,Emma Straub,Wisconsin,1,Directed
Lauren Groff,Han Kang,,1,Directed
Lauren Groff,Jami Attenberg,,1,Directed
Lauren Groff,Maria Semple,,1,Directed
Lauren Groff,Marisa Silver,,1,Directed
Lauren Groff,Rachel Khong,,1,Directed
Lee Child,Dennis Lehane,,1,Directed
Lee Child,George Pelecanos,,1,Directed
Lee Child,Laura Lippman,,1,Directed
Lee Child,Marisha Pessl,,1,Directed
Leonard Michaels,Ian McEwan,,1,Directed
Leonard Michaels,Mary Gaitskill,,1,Directed
Leonard Michaels,Raymond Carver,,1,Directed
Leonard Michaels,Tobias Wolff,,1,Directed
Leslie Marmon Silko,Ishmael Reed,,1,Directed
Leslie Marmon Silko,Maxine Hong Kingston,,1,Directed
Leslie Marmon Silko,Sherman Alexie,,1,Directed
Lev Grossman,Charles Yu,,1,Directed
Lev Grossman,Paul La Farge,,1,Directed
Lily King,Dan Chaon,Syracuse,1,Directed
Lily King,Margot Livesey,,1,Directed
Lily Tuck,A.M. Homes,,1,Directed
Lily Tuck,Lily King,Grove,1,Directed
Lily Tuck,Lore Segal,,1,Directed
Lindsay Hunter,Amelia Gray,,1,Directed
Lisa See,Amy Tan,,1,Directed
Lisa See,Chitra Divakaruni,,1,Directed
Lisa See,Gail Tsukiyama,,1,Directed
Lisa See,Ha Jin,,1,Directed
Lore Segal,Tao Lin,,1,Directed
Lorrie Moore,Alice Munro,,1,Directed
Lorrie Moore,Charles Baxter,,1,Directed
Lorrie Moore,Daniel Handler,,1,Directed
Lorrie Moore,Emma Straub,Wisconsin,1,Directed
Lorrie Moore,Ethan Canin,,1,Directed
Lorrie Moore,George Saunders,,1,Directed
Lorrie Moore,John Casey,,1,Directed
Lorrie Moore,Lauren Groff,Wisconsin,1,Directed
Lorrie Moore,Meg Wolitzer,,1,Directed
Lorrie Moore,Richard Ford,,1,Directed
Lorrie Moore,Rick Bass,,1,Directed
Louise Erdrich,Amy Tan,,1,Directed
Louise Erdrich,Bharati Mukherjee,,1,Directed
Louise Erdrich,Chitra Divakaruni,,1,Directed
Louise Erdrich,Claire Vaye Watkins,,1,Directed
Louise Erdrich,David Treuer,,1,Directed
Louise Erdrich,Ivan Doig,,1,Directed
Louise Erdrich,James Welch,,1,Directed
Louise Erdrich,Linda Hogan,,1,Directed
Louise Erdrich,Mona Simpson,,1,Directed
Louise Erdrich,Richard Bausch,,1,Directed
Louise Erdrich,William Kittredge,,1,Directed
Lydia Davis,Christine Schutt,NOON,1,Directed
Lydia Davis,Diane Williams,NOON,1,Directed
Lydia Davis,Robert Coover,,1,Directed
Lydia Davis,Sigrid Nunez,,1,Directed
Lydia Millet,Alissa Nutting,,1,Directed
Lydia Millet,Christopher Sorrentino,,1,Directed
Lydia Millet,Kevin Brockmeier,,1,Directed
Lynne Sharon Schwartz,Alice Adams,,1,Directed
Lynne Sharon Schwartz,David Shields,,1,Directed
Lynne Sharon Schwartz,John Casey,,1,Directed
Lynne Sharon Schwartz,Lan Samantha Chang,,1,Directed
Lynne Tillman,Dennis Cooper,,1,Directed
Lynne Tillman,Gary Indiana,,1,Directed
Lynne Tillman,Rachel Kushner,,1,Directed
Lynne Tillman,Rene Steinke,,1,Directed
Madison Smartt Bell,A.M. Homes,,1,Directed
Madison Smartt Bell,Ann Packer,,1,Directed
Madison Smartt Bell,Ann Patchett,,1,Directed
Madison Smartt Bell,Ben Fountain,,1,Directed
Madison Smartt Bell,Carolyn Chute,,1,Directed
Madison Smartt Bell,Charles Baxter,,1,Directed
Madison Smartt Bell,Clarence Major,,1,Directed
Madison Smartt Bell,Esmeralda Santiago,,1,Directed
Madison Smartt Bell,Hanya Yanagihara,,1,Directed
Madison Smartt Bell,Laura Lippman,,1,Directed
Madison Smartt Bell,Mario Vargas Llosa,,1,Directed
Madison Smartt Bell,Mary Robison,,1,Directed
Madison Smartt Bell,Percival Everett,,1,Directed
Madison Smartt Bell,Rene Steinke,,1,Directed
Madison Smartt Bell,Robert Stone,,1,Directed
Madison Smartt Bell,Ron Carlson,,1,Directed
Maggie Nelson,Danzy Senna,USC,1,Directed
Maggie Nelson,Darcey Steinke,,1,Directed
Maggie Nelson,Michelle Tea,,1,Directed
Maile Meloy,Anthony Marra,,1,Directed
Maile Meloy,Marisa Silver,,1,Directed
Maile Meloy,Peter Orner,,1,Directed
Manil Suri,Karan Mahajan,,1,Directed
Margaret Atwood,Alice Munro,,1,Directed
Margaret Atwood,Barry Lopez,,1,Directed
Margaret Atwood,Bharati Mukherjee,,1,Directed
Margaret Atwood,Chinua Achebe,,1,Directed
Margaret Atwood,Marge Piercy,,1,Directed
Margaret Atwood,Michael Ondaatje,,1,Directed
Margaret Atwood,Sheila Heti,,1,Directed
Margaret Atwood,Ursula K. Le Guin,,1,Directed
Margaret Atwood,Yann Martel,,1,Directed
Marge Piercy,Alice Hoffman,,1,Directed
Marge Piercy,Margaret Atwood,,1,Directed
Marge Piercy,Michelle Cliff,,1,Directed
Marge Piercy,Thomas Keneally,,1,Directed
Margot Livesey,Alice Sebold,,1,Directed
Margot Livesey,Anna North,Iowa,1,Directed
Margot Livesey,Antonya Nelson,,1,Directed
Margot Livesey,Ben Fountain,,1,Directed
Margot Livesey,Kate Atkinson,,1,Directed
Margot Livesey,Kathryn Harrison,,1,Directed
Margot Livesey,Lan Samantha Chang,Iowa,1,Directed
Margot Livesey,Laura van den Berg,,1,Directed
Margot Livesey,Lev Grossman,,1,Directed
Margot Livesey,Lily King,,1,Directed
Margot Livesey,Lily Tuck,,1,Directed
Margot Livesey,Lore Segal,,1,Directed
Margot Livesey,Lydia Millet,,1,Directed
Margot Livesey,Marisa Silver,,1,Directed
Margot Livesey,Nam Le,Iowa,1,Directed
Margot Livesey,Peter Ho Davies,,1,Directed
Margot Livesey,Sebastian Barry,,1,Directed
Margot Livesey,Sheila Kohler,,1,Directed
Margot Livesey,Sigrid Nunez,,1,Directed
Margot Livesey,Stewart O'Nan,,1,Directed
Margot Livesey,Zachary Lazar,,1,Directed
Margot Livesey,ZZ Packer,Iowa,1,Directed
Maria Semple,Ben Fountain,,1,Directed
Maria Semple,Jami Attenberg,,1,Directed
Maria Semple,Patrick deWitt,,1,Directed
Marilynne Robinson,Ayana Mathis,Iowa/Levine,1,Directed
Marilynne Robinson,Justin Torres,Iowa,1,Directed
Marilynne Robinson,Paul Harding,Iowa/Levine,1,Directed
Marilynne Robinson,Peter Orner,Iowa,1,Directed
Marilynne Robinson,Sarah Shun-lien Bynum,Iowa,1,Directed
Marilynne Robinson,Yiyun Li,Iowa,1,Directed
Mario Vargas Llosa,Alvaro Enrigue,,1,Directed
Mario Vargas Llosa,Juan Gabriel Vasquez,,1,Directed
Marisa Silver,Paula Fox,,1,Directed
Marisa Silver,Peter Orner,,1,Directed
Mark Costello,Dana Spiotta,,1,Directed
Mark Costello,Miranda July,,1,Directed
Mark Leyner,Curtis White,,1,Directed
Mark Leyner,Jerry Stahl,,1,Directed
Mark Leyner,Rick Moody,,1,Directed
Mark Z. Danielewski,Steve Erickson,,1,Directed
Marlon James,A. Igoni Barrett,,1,Directed
Marlon James,Alvaro Enrigue,Riverhead,1,Directed
Marlon James,John Wray,,1,Directed
Marlon James,Victor LaValle,,1,Directed
Martha McPhee,Amitav Ghosh,,1,Directed
Martha McPhee,Dale Peck,,1,Directed
Martin Amis,Anthony Burgess,,1,Directed
Martin Amis,Anthony Swofford,,1,Directed
Martin Amis,Edmund White,,1,Directed
Martin Amis,J.G. Ballard,,1,Directed
Martin Amis,John Banville,,1,Directed
Martin Amis,Laurent Binet,,1,Directed
Martin Amis,Saul Bellow,,1,Directed
Mary Gaitskill,Denis Johnson,,1,Directed
Mary Gaitskill,Eileen Myles,,1,Directed
Mary Gaitskill,Gary Shteyngart,,1,Directed
Mary Gaitskill,Michelle Tea,,1,Directed
Mary Gaitskill,Nam Le,,1,Directed
Mary Gordon,Alison Lurie,,1,Directed
Mary Gordon,Christine Schutt,,1,Directed
Mary Gordon,Diane Johnson,,1,Directed
Mary Gordon,Hilma Wolitzer,,1,Directed
Mary Gordon,Jamaica Kincaid,,1,Directed
Mary Gordon,Marilynne Robinson,,1,Directed
Mary Gordon,Meg Wolitzer,,1,Directed
Mary Gordon,Sarah Schulman,,1,Directed
Mary Gordon,Sigrid Nunez,,1,Directed
Mary Karr,Dana Spiotta,Graham,1,Directed
Mary Karr,Elif Batuman,,1,Directed
Mary Karr,Gary Shteyngart,,1,Directed
Mary Karr,Jerry Stahl,,1,Directed
Mary Karr,Jim Crace,,1,Directed
Mary Karr,Keith Gessen,,1,Directed
Mary Robison,David Leavitt,Lish,1,Directed
Mary Robison,Mona Simpson,,1,Directed
Mary Robison,Stephen Wright,,1,Directed
Mat Johnson,Danzy Senna,,1,Directed
Mat Johnson,Roxane Gay,,1,Directed
Maxine Hong Kingston,Ana Castillo,,1,Directed
Maxine Hong Kingston,Ann Beattie,,1,Directed
Maxine Hong Kingston,Chitra Divakaruni,,1,Directed
Maxine Hong Kingston,Fae Myenne Ng,,1,Directed
Maxine Hong Kingston,Gish Jen,,1,Directed
Maxine Hong Kingston,Kazuo Ishiguro,,1,Directed
Maxine Hong Kingston,Larry Heinemann,,1,Directed
Maxine Hong Kingston,Leslie Marmon Silko,,1,Directed
Maxine Hong Kingston,Lisa See,,1,Directed
Maxine Hong Kingston,Michael Ondaatje,,1,Directed
Maxine Hong Kingston,Sandra Cisneros,,1,Directed
Maxine Hong Kingston,Viet Thanh Nguyen,,1,Directed
Meg Wolitzer,A.M. Homes,,1,Directed
Meg Wolitzer,Hannah Tinti,,1,Directed
Meg Wolitzer,Karen E. Bender,,1,Directed
Meg Wolitzer,Kathryn Harrison,,1,Directed
Meg Wolitzer,Lauren Groff,McGrath,1,Directed
Meg Wolitzer,Marisa Silver,,1,Directed
Meg Wolitzer,Roxane Gay,,1,Directed
Meg Wolitzer,Sarah Schulman,,1,Directed
Michael Chabon,Andrew Sean Greer,,1,Directed
Michael Chabon,Ann Packer,,1,Directed
Michael Chabon,Antonya Nelson,,1,Directed
Michael Chabon,Ben Marcus,,1,Directed
Michael Chabon,Chris Bachelder,,1,Directed
Michael Chabon,Chris Offutt,,1,Directed
Michael Chabon,David Mitchell,,1,Directed
Michael Chabon,E.L. Doctorow,,1,Directed
Michael Chabon,Eimear McBride,,1,Directed
Michael Chabon,Gail Tsukiyama,,1,Directed
Michael Chabon,George R.R. Martin,,1,Directed
Michael Chabon,Heidi Julavits,,1,Directed
Michael Chabon,Jim Shepard,,1,Directed
Michael Chabon,Jonathan Lethem,,1,Directed
Michael Chabon,Julie Orringer,,1,Directed
Michael Chabon,Karen Joy Fowler,,1,Directed
Michael Chabon,Kelly Link,,1,Directed
Michael Chabon,Kevin Barry,,1,Directed
Michael Chabon,Mona Simpson,,1,Directed
Michael Chabon,Nathan Englander,,1,Directed
Michael Chabon,Peter Straub,,1,Directed
Michael Chabon,Rabih Alameddine,,1,Directed
Michael Chabon,Richard Price,,1,Directed
Michael Chabon,Salman Rushdie,,1,Directed
Michael Chabon,Stephen King,,1,Directed
Michael Chabon,Tayari Jones,,1,Directed
Michael Chabon,Ursula K. Le Guin,,1,Directed
Michael Chabon,Wells Tower,,1,Directed
Michael Cunningham,A.M. Homes,,1,Directed
Michael Cunningham,Amy Bloom,,1,Directed
Michael Cunningham,Bob Shacochis,Hochman,1,Directed
Michael Cunningham,Bradford Morrow,,1,Directed
Michael Cunningham,Colm Toibin,,1,Directed
Michael Cunningham,Dale Peck,,1,Directed
Michael Cunningham,Dennis Cooper,,1,Directed
Michael Cunningham,Emma Donoghue,,1,Directed
Michael Cunningham,Francine Prose,,1,Directed
Michael Cunningham,Jenny Offill,,1,Directed
Michael Cunningham,Joanna Scott,,1,Directed
Michael Cunningham,Jonathan Franzen,,1,Directed
Michael Cunningham,Julia Glass,,1,Directed
Michael Cunningham,Justin Torres,,1,Directed
Michael Cunningham,Manil Suri,Aragi,1,Directed
Michael Cunningham,Ron Carlson,,1,Directed
Michael Cunningham,Sarah Schulman,,1,Directed
Michael Cunningham,Sarah Shun-lien Bynum,,1,Directed
Michael Cunningham,Shirley Hazzard,,1,Directed
Michael Cunningham,Stacey D'Erasmo,,1,Directed
Michael Cunningham,Susan Choi,,1,Directed
Michael Cunningham,Vendela Vida,Aragi,1,Directed
Michael Cunningham,Victor LaValle,,1,Directed
Michael Herr,Cormac McCarthy,,1,Directed
Michael Herr,Don DeLillo,,1,Directed
Michael Herr,James Salter,,1,Directed
Michael Herr,Kazuo Ishiguro,,1,Directed
Michael Herr,Madison Smartt Bell,,1,Directed
Michael Herr,Thom Jones,,1,Directed
Michael Ondaatje,Ayelet Waldman,,1,Directed
Michael Ondaatje,Chinua Achebe,,1,Directed
Michael Ondaatje,Don DeLillo,,1,Directed
Michael Ondaatje,Geoff Dyer,,1,Directed
Michael Ondaatje,James Salter,,1,Directed
Michael Ondaatje,Kazuo Ishiguro,,1,Directed
Michael Ondaatje,Paul Auster,,1,Directed
Michael Ondaatje,Russell Banks,Levine,1,Directed
Michael Tolkin,A.M. Homes,,1,Directed
Michael Tolkin,Bret Easton Ellis,,1,Directed
Michael Tolkin,Chris Kraus,,1,Directed
Michael Tolkin,Gary Indiana,,1,Directed
Michael Tolkin,Stewart O'Nan,,1,Directed
Michelle Tea,Maggie Nelson,,1,Directed
Michelle Tea,Samantha Hunt,,1,Directed
Michelle Tea,Sarah Schulman,,1,Directed
Miranda July,Elif Batuman,Wylie,1,Directed
Miranda July,Rachel Khong,,1,Directed
Miranda July,Sheila Heti,,1,Directed
Miranda July,Tao Lin,,1,Directed
Mohsin Hamid,Chinelo Okparanta,,1,Directed
Mona Simpson,Alejandro Zambra,,1,Directed
Mona Simpson,Jonathan Dee,,1,Directed
Mona Simpson,Marisa Silver,,1,Directed
Mona Simpson,Yiyun Li,,1,Directed
Monica Ali,Anne Tyler,,1,Directed
Monica Ali,Anthony Doerr,,1,Directed
Monica Ali,Jami Attenberg,,1,Directed
Myla Goldberg,Maile Meloy,,1,Directed
Myla Goldberg,Nicole Krauss,,1,Directed
N. Scott Momaday,Barry Lopez,,1,Directed
Nadine Gordimer,Chinua Achebe,,1,Directed
Nadine Gordimer,J.M. Coetzee,,1,Directed
Nadine Gordimer,Jayne Anne Phillips,,1,Directed
Nadine Gordimer,Mohsin Hamid,,1,Directed
Nadine Gordimer,Norman Rush,,1,Directed
Nadine Gordimer,Salman Rushdie,,1,Directed
Nadine Gordimer,Thomas Keneally,,1,Directed
Nahid Rachlin,Porochista Khakpour,,1,Directed
Nalo Hopkinson,Cory Doctorow,,1,Directed
Nalo Hopkinson,Kelly Link,,1,Directed
Nathan Englander,Aleksandar Hemon,,1,Directed
Nathan Englander,Gary Shteyngart,Hunter,1,Directed
Nathan Englander,John Wray,,1,Directed
Nathan Englander,Jonathan Safran Foer,,1,Directed
Nathan Englander,Julie Otsuka,Aragi,1,Directed
Nathan Englander,Kathleen Alcott,,1,Directed
Nathan Englander,Phil Klay,Hunter,1,Directed
Nathan Englander,Rivka Galchen,,1,Directed
Neil Gaiman,Cory Doctorow,,1,Directed
Neil Gaiman,Daniel Handler,,1,Directed
Neil Gaiman,Joe Hill,,1,Directed
Neil Gaiman,Kelly Link,,1,Directed
Neil Gaiman,Peter Straub,,1,Directed
Neil Gaiman,Salman Rushdie,,1,Directed
Neil Gaiman,Ursula K. Le Guin,,1,Directed
Neil Gaiman,William Gibson,,1,Directed
Nell Freudenberger,Ben Fountain,,1,Directed
Nell Freudenberger,Benjamin Kunkel,,1,Directed
Nell Zink,Andrew Sean Greer,,1,Directed
Nelson Algren,Don DeLillo,,1,Directed
Nelson Algren,Hunter S. Thompson,,1,Directed
Nelson Algren,Kurt Vonnegut,,1,Directed
Nelson Algren,Peter Matthiessen,,1,Directed
Nelson Algren,Terry Southern,,1,Directed
Nicholas Delbanco,Andrea Barrett,,1,Directed
Nicholas Delbanco,Bret Easton Ellis,,1,Directed
Nicholas Delbanco,David Shields,,1,Directed
Nicholas Delbanco,Elizabeth Strout,,1,Directed
Nicholas Delbanco,Jesmyn Ward,Michigan,1,Directed
Nicholas Delbanco,Lynne Sharon Schwartz,,1,Directed
Nicholas Delbanco,Margot Livesey,,1,Directed
Nicholas Delbanco,Percival Everett,,1,Directed
Nicholas Delbanco,Richard Powers,,1,Directed
Nicole Krauss,Alejandro Zambra,,1,Directed
Nicole Krauss,Juan Gabriel Vasquez,,1,Directed
Norman Mailer,E.L. Doctorow,,1,Directed
Norman Mailer,Frank Conroy,,1,Directed
Norman Mailer,Harry Crews,,1,Directed
Norman Mailer,James Baldwin,,1,Directed
Norman Mailer,James Salter,,1,Directed
Norman Mailer,Neil Gaiman,,1,Directed
Norman Mailer,Samuel R. Delany,,1,Directed
Norman Mailer,Terry Southern,,1,Directed
Norman Mailer,William S. Burroughs,,1,Directed
Norman Rush,Benjamin Kunkel,,1,Directed
Norman Rush,Claire Messud,,1,Directed
Norman Rush,Jim Shepard,,1,Directed
Norman Rush,Joshua Cohen,,1,Directed
Norman Rush,Karan Mahajan,Wylie,1,Directed
Norman Rush,Saul Bellow,,1,Directed
Norman Rush,Stacey D'Erasmo,,1,Directed
Octavia E. Butler,Nalo Hopkinson,,1,Directed
Octavia E. Butler,Walter Mosley,,1,Directed
Oscar Hijuelos,A.M. Homes,,1,Directed
Oscar Hijuelos,Ana Castillo,,1,Directed
Oscar Hijuelos,Charles Johnson,,1,Directed
Oscar Hijuelos,Craig Nova,,1,Directed
Oscar Hijuelos,David Means,,1,Directed
Oscar Hijuelos,Esmeralda Santiago,,1,Directed
Oscar Hijuelos,Jessica Hagedorn,,1,Directed
Oscar Hijuelos,Josephine Humphreys,,1,Directed
Oscar Hijuelos,Madison Smartt Bell,,1,Directed
Oscar Hijuelos,Rachel Kushner,,1,Directed
Oscar Hijuelos,Robert Olen Butler,,1,Directed
Oscar Hijuelos,Scott Spencer,,1,Directed
Oscar Hijuelos,Walter Mosley,,1,Directed
Padgett Powell,Aaron Their,Florida,1,Directed
Padgett Powell,Chris Bachelder,Florida,1,Directed
Padgett Powell,Denis Johnson,,1,Directed
Padgett Powell,Frederick Barthelme,,1,Directed
Padgett Powell,Justin Taylor,Florida,1,Directed
Padgett Powell,Rachel Khong,,1,Directed
Padgett Powell,Sam Lipsyte,,1,Directed
Padgett Powell,T.C. Boyle,,1,Directed
Pat Conroy,Arthur Phillips,,1,Directed
Pat Conroy,Chitra Divakaruni,,1,Directed
Pat Conroy,Ethan Canin,,1,Directed
Pat Conroy,James Dickey,,1,Directed
Pat Conroy,Jennifer Egan,,1,Directed
Pat Conroy,Jonathan Franzen,,1,Directed
Pat Conroy,Larry Brown,,1,Directed
Pat Conroy,Reynolds Price,,1,Directed
Pat Conroy,Richard Russo,,1,Directed
Pat Conroy,Scott Turow,,1,Directed
Patrick deWitt,Dana Spiotta,,1,Directed
Patrick deWitt,Dennis Cooper,,1,Directed
Patrick deWitt,Emily St. John Mandel,,1,Directed
Patrick deWitt,Maria Semple,,1,Directed
Patrick McGrath,Bradford Morrow,,1,Directed
Patrick McGrath,Donald Antrim,,1,Directed
Patrick McGrath,Edmund White,,1,Directed
Patrick McGrath,Edward St. Aubyn,,1,Directed
Patrick McGrath,Gary Indiana,,1,Directed
Patrick McGrath,Jim Crace,,1,Directed
Patrick McGrath,John Banville,,1,Directed
Patrick McGrath,John Hawkes,,1,Directed
Patrick McGrath,Lynne Tillman,,1,Directed
Patrick McGrath,Phil Klay,,1,Directed
Patrick McGrath,Wesley Stace,,1,Directed
Paul Auster,Ben Lerner,,1,Directed
Paul Auster,Charles Baxter,,1,Directed
Paul Auster,Curtis White,,1,Directed
Paul Auster,Enrique Vila-Matas,,1,Directed
Paul Auster,Oscar Hijuelos,,1,Directed
Paul Auster,Stanley Elkin,,1,Directed
Paul Beatty,Victor LaValle,,1,Directed
Paul Harding,Adam Haslett,Iowa,1,Directed
Paul Harding,Ayana Mathis,Iowa/Levine,1,Directed
Paul Harding,Chinelo Okparanta,Iowa,1,Directed
Paul Harding,Justin Torres,Iowa,1,Directed
Paul Harding,Yiyun Li,Iowa,1,Directed
Paul La Farge,Jesse Ball,,1,Directed
Paul Murray,Eleanor Catton,,1,Directed
Paula Fox,Barry Lopez,,1,Directed
Paula Fox,Jonathan Lethem,,1,Directed
Paula Fox,Marisa Silver,,1,Directed
Paula Fox,Rachel Kushner,,1,Directed
Paula Fox,Said Sayrafiezadeh,,1,Directed
Paula Fox,Stacey D'Erasmo,,1,Directed
Percival Everett,Aaron Their,,1,Directed
Percival Everett,Adam Mansbach,,1,Directed
Percival Everett,Bonnie Nadzam,USC,1,Directed
Percival Everett,Christopher Sorrentino,,1,Directed
Percival Everett,David Treuer,USC,1,Directed
Percival Everett,Madison Smartt Bell,,1,Directed
Percival Everett,Mat Johnson,,1,Directed
Percival Everett,Tiphanie Yanique,,1,Directed
Pete Dexter,Padgett Powell,,1,Directed
Pete Dexter,Philipp Meyer,,1,Directed
Peter Carey,Adam Haslett,,1,Directed
Peter Carey,Andrew Sean Greer,,1,Directed
Peter Carey,Hisham Matar,,1,Directed
Peter Carey,Kathryn Harrison,,1,Directed
Peter Carey,Paul Auster,,1,Directed
Peter Carey,Wesley Stace,,1,Directed
Peter Ho Davies,Celeste Ng,,1,Directed
Peter Ho Davies,Jesmyn Ward,Michigan,1,Directed
Peter Ho Davies,Jess Row,Michigan,1,Directed
Peter Ho Davies,Joanna Scott,,1,Directed
Peter Ho Davies,Zachary Lazar,,1,Directed
Peter Matthiessen,Amitav Ghosh,,1,Directed
Peter Matthiessen,Claire Messud,,1,Directed
Peter Matthiessen,Cormac McCarthy,,1,Directed
Peter Matthiessen,David Treuer,,1,Directed
Peter Matthiessen,Edward P. Jones,,1,Directed
Peter Matthiessen,Evan S. Connell,,1,Directed
Peter Matthiessen,James Salter,,1,Directed
Peter Matthiessen,James Welch,,1,Directed
Peter Matthiessen,John Burnham Schwartz,,1,Directed
Peter Matthiessen,Louise Erdrich,,1,Directed
Peter Matthiessen,N. Scott Momaday,,1,Directed
Peter Matthiessen,Stuart Dybek,,1,Directed
Peter Orner,Adam Mansbach,,1,Directed
Peter Orner,Chris Abani,Levine,1,Directed
Peter Orner,Kathleen Alcott,,1,Directed
Peter Orner,Marisa Silver,,1,Directed
Peter Straub,Bradford Morrow,Conjunctions,1,Directed
Peter Straub,Brian Evenson,Conjunctions,1,Directed
Peter Straub,Dan Chaon,,1,Directed
Peter Straub,Jeff VanderMeer,,1,Directed
Peter Straub,Kelly Link,,1,Directed
Peter Straub,Lynne Tillman,,1,Directed
Peter Straub,Neil Gaiman,,1,Directed
Peter Straub,Paul La Farge,,1,Directed
Peter Straub,Steve Erickson,,1,Directed
Peter Straub,Stewart O'Nan,,1,Directed
Peter Straub,William T. Vollmann,,1,Directed
Phil Klay,Yaa Gyasi,,1,Directed
Philip Roth,Alison Lurie,,1,Directed
Philip Roth,Barry Hannah,,1,Directed
Philip Roth,Denis Johnson,,1,Directed
Philip Roth,Edna O'Brien,,1,Directed
Philip Roth,Grace Paley,,1,Directed
Philip Roth,Louise Erdrich,Wylie,1,Directed
Philip Roth,Maile Meloy,,1,Directed
Philip Roth,Nicole Krauss,,1,Directed
Philip Roth,Saul Bellow,,1,Directed
Philipp Meyer,Cormac McCarthy,,1,Directed
Philipp Meyer,Kevin Powers,Texas,1,Directed
Philipp Meyer,Smith Henderson,Texas,1,Directed
Porochista Khakpour,Tao Lin,,1,Directed
